"","hit","worker","seconds","image","age","born","died","findings","group","study","comments"
"1214","3EHVO81VN5L5FTH9FFVRU1FDYIF1H5","AZ4NM6ZXTGT0",764,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F4620231pdf.png",6352,"9/27/1965","2/17/1983","invasive nasal carcinoma","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1215","3EHVO81VN5L5FTH9FFVRU1FDYIF1H5","AHZPOM46IUJ2N",171,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F4620231pdf.png",6352,"9/27/1965","2/17/1983","invasive nasal carcinoma","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1216","3VQTAXTYN3LBXD5LHBVFJSHCE27BUY","A32QBXDPHHSTOD",78,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F4720231pdf.png",0,"5/21/1966","5/21/1966","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1217","3VQTAXTYN3LBXD5LHBVFJSHCE27BUY","A2APPZDU0VS9LN",62,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F4720231pdf.png",0,"5/21/1966","5/21/1966","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1218","3VQTAXTYN3LBXD5LHBVFJSHCE27BUY","ASB8T0H7L99RF",2084,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F4720231pdf.png",0,"5/21/1966","5/21/1966","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1219","368IUKXGA58SZWGU4YFDY68LSK56PD","A1OQIXAU1SEJ4P",417,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F4820231pdf.png",0,"5/21/1966","5/21/1966","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1220","368IUKXGA58SZWGU4YFDY68LSK56PD","A9KPCMO1J1LQF",246,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F4820231pdf.png",0,"5/21/1966","5/21/1966","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","some info not present"
"1221","368IUKXGA58SZWGU4YFDY68LSK56PD","A110KENBXU7SUJ",341,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F4820231pdf.png",0,"5/21/1966","5/21/1966","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1222","3I4E7AFQ2KZ2FJO85YIMCKEN3T9TJA","A38DC3BG1ZCVZ2",2403,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F4920231pdf.png",0,"5/21/1966","5/21/1966","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1223","3I4E7AFQ2KZ2FJO85YIMCKEN3T9TJA","AVC62JNYAXA45",298,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F4920231pdf.png",0,"5/21/1966","5/21/1966","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","DIED and AGE left blank"
"1224","3I4E7AFQ2KZ2FJO85YIMCKEN3T9TJA","A25WNYPSSDNEVE",1052,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F4920231pdf.png",0,"5/21/1966","5/21/1966","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1225","3P7QK0GJ3TLYVZZZ451CZRTNME9Z29","A25WNYPSSDNEVE",548,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F5020231pdf.png",331,"5/21/1966","4/17/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1226","3P7QK0GJ3TLYVZZZ451CZRTNME9Z29","A1ET2J1PIP0RGO",1905,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F5020231pdf.png",331,"5/21/1966","4/17/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1227","3P7QK0GJ3TLYVZZZ451CZRTNME9Z29","A34DWBBWZRLO1X",148,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F5020231pdf.png",331,"5/12/1966","4/17/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","02 davis-1963 strontium-90, injection","{}"
"1228","35JDMRECC49QZYGA7X8OGLM68R5EG1","AG0X3PQK2FWQJ",2198,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F5120231pdf.png",4953,"5/21/1966","12/12/1979","fibrosarcoma-zygomatic arch","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1229","35JDMRECC49QZYGA7X8OGLM68R5EG1","A177EXELDLWTWV",1400,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F5120231pdf.png",4953,"5/21/1966","12/12/1979","fibrosarcoma-zygomatic arch","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1230","35JDMRECC49QZYGA7X8OGLM68R5EG1","A18TCR555RWUZV",1272,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F5120231pdf.png",4953,"5/21/1966","12/12/1979","fibrosarcoma-zygomatic arch","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1231","3W9XHF7WGKVXQ3UQNJIYDZE0II9TK9","A1ET2J1PIP0RGO",1162,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F5220231pdf.png",0,"5/21/1966","5/21/1966","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1232","3W9XHF7WGKVXQ3UQNJIYDZE0II9TK9","AR20RBERHIPN8",22,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F5220231pdf.png",0,"5/21/1966","5/21/1966","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1233","3W9XHF7WGKVXQ3UQNJIYDZE0II9TK9","A110KENBXU7SUJ",22,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F5220231pdf.png",0,"5/21/1966","5/21/1966","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1234","341H3G5YF0ERZPWLPIXYG308PGPZ0P","ARQ9DY4UL4WJ4",1750,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F54pdf.png",4436,"2/3/1967","3/28/1979","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1235","341H3G5YF0ERZPWLPIXYG308PGPZ0P","AG0X3PQK2FWQJ",949,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F54pdf.png",4436,"2/3/1967","3/28/1979","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1236","341H3G5YF0ERZPWLPIXYG308PGPZ0P","A2QAIIROYI52KO",57,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F54pdf.png",4436,"2/3/1967","3/28/1979","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1237","3QMELQS6Y5BDB9W9HQJ23180T2T6R5","AR20RBERHIPN8",1179,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F5520231pdf.png",0,"2/3/1967","2/3/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1238","3QMELQS6Y5BDB9W9HQJ23180T2T6R5","A1RX2JBV4VGZ65",758,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F5520231pdf.png",0,"2/3/1967","2/3/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","Both the age and death dates were blank on the sticker."
"1239","3QMELQS6Y5BDB9W9HQJ23180T2T6R5","A2653BIPJKEMRK",37,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F5520231pdf.png",0,"2/3/1967","2/3/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","No information in the died and age fields."
"1240","37PGLWGSJT67HPEFT7JUZSCR71TIKH","ARX0S1CIDJLOX",142,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F60pdf.png",0,"7/4/1967","7/4/1967","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","Findings field is blank."
"1241","37PGLWGSJT67HPEFT7JUZSCR71TIKH","A38DC3BG1ZCVZ2",1343,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F60pdf.png",0,"7/4/1967","7/4/1967","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1242","37PGLWGSJT67HPEFT7JUZSCR71TIKH","A1839Q9KHT9QG2",2677,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F60pdf.png",0,"7/4/1967","7/4/1967","n/a","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","It is a good job."
"1243","3OND0WXMHWF4ZUBLR3Q61LY7NRIEH0","AO0CQ0WT4FT7T",158,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F6120231pdf.png",0,"7/4/1967","7/4/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1244","3OND0WXMHWF4ZUBLR3Q61LY7NRIEH0","AOUMYCLO4I993",46,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F6120231pdf.png",0,"7/4/1967","7/4/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1245","3OND0WXMHWF4ZUBLR3Q61LY7NRIEH0","ADJ9I7ZBFYFH7",666,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F6120231pdf.png",0,"7/4/1967","7/4/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","No DIED or AGE"
"1246","3LN3BXKGC0VKGY21SX2U2RT6FVAGWJ","A18TCR555RWUZV",1038,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F6220231pdf.png",0,"7/4/1967","7/4/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1247","3LN3BXKGC0VKGY21SX2U2RT6FVAGWJ","A2LCFORIW0NF1S",49,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F6220231pdf.png",0,"7/4/1967","7/4/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1248","3LN3BXKGC0VKGY21SX2U2RT6FVAGWJ","A1OQIXAU1SEJ4P",130,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F6220231pdf.png",0,"7/4/1967","7/4/1967","not available","2 33.0 uci/kg quantity injected, 540 days ago","3 davis-1963 strontium-90, injection","{}"
"1249","3IH9TRB0FBZ5BOSTLXDCUDGSYVU1IY","A2LCFORIW0NF1S",616,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F6620231pdf.png",4765,"9/14/1967","9/30/1980","metastatic cutaneous hemangiosarcoma; terminated 2/26/80: fibrosarcoma femur; amputation 2/26/80","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1250","3IH9TRB0FBZ5BOSTLXDCUDGSYVU1IY","A18TCR555RWUZV",1210,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F6620231pdf.png",4765,"9/14/1967","9/30/1980","metastatic cutaneous hemangiosarcoma; terminated 2/26/80: fibrosarcoma femur; amputation 2/26/80,","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1251","3IH9TRB0FBZ5BOSTLXDCUDGSYVU1IY","A25WNYPSSDNEVE",1032,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F6620231pdf.png",4765,"9/14/1967","9/30/1980","metastatic cutaneous hemangiosarcoma; terminated 2/26/80: fibrosarcoma femur; amputation 2/26/80,","2 33.0 ucl/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1252","3TUOHPJXYHXV2KXRH72YQDT1IK5XWP","A3ITZNJQUTIZ4C",75,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F6720231pdf.png",3792,"9/14/1967","1/31/1978","hepatic abscesses","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1253","3TUOHPJXYHXV2KXRH72YQDT1IK5XWP","A2KPT0PEUEXCC4",477,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F6720231pdf.png",3792,"9/14/1967","1/31/1978","hepatic abscesses","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","Thank You, I am really enjoying these! I love animals and really like knowing that I could be doing something helpful here."
"1254","3TUOHPJXYHXV2KXRH72YQDT1IK5XWP","A3PIAHR6PGXZNT",477,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40F6720231pdf.png",3792,"9/14/1967","1/31/1978","hepatic abscesses","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1255","3IVEC1GSLPZ16ZCZ3FYC6EVSBAJ1JA","A177EXELDLWTWV",1350,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M3520231pdf.png",598,"9/7/1964","4/28/1966","anesthetic death","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1256","3IVEC1GSLPZ16ZCZ3FYC6EVSBAJ1JA","A1ET2J1PIP0RGO",2004,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M3520231pdf.png",598,"9/7/1964","4/28/1966","anesthetic death","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1257","3IVEC1GSLPZ16ZCZ3FYC6EVSBAJ1JA","A3RYH6OUH7BJ4Z",107,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M3520231pdf.png",598,"9/7/1964","4/28/1966","anesthetic death","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1258","3R5LWXWHR08Z5Y7R22YG4A7DOXGGXC","A3ITZNJQUTIZ4C",83,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M38pdf.png",1,"9/5/1965","9/6/1965","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1259","3R5LWXWHR08Z5Y7R22YG4A7DOXGGXC","A9KPCMO1J1LQF",595,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M38pdf.png",1,"9/5/1965","9/6/1965","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1260","3R5LWXWHR08Z5Y7R22YG4A7DOXGGXC","A1ET2J1PIP0RGO",1960,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M38pdf.png",1,"9/5/1965","9/6/1965","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1261","38Z7YZ2SB32TSSCA6C3RVEO067LIQ9","A18TCR555RWUZV",1151,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M3920231pdf.png",996,"9/5/1965","5/28/1968","heat prostration","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1262","38Z7YZ2SB32TSSCA6C3RVEO067LIQ9","A1RX2JBV4VGZ65",1261,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M3920231pdf.png",996,"9/5/1965","5/28/1968","heat prostration","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1263","38Z7YZ2SB32TSSCA6C3RVEO067LIQ9","A2VRQML8Q3XYP4",32,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M3920231pdf.png",996,"9/5/1965","5/28/1968","heat prostration","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1264","3DW3BNF1GHIS8UWEJPLAOCTUK3V8VL","A2APPZDU0VS9LN",524,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M4020231pdf.png",2026,"9/5/1965","3/24/1971","chronic pulmonary disease","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1265","3DW3BNF1GHIS8UWEJPLAOCTUK3V8VL","A34WAR0H85FL2K",977,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M4020231pdf.png",2026,"9/5/1965","3/24/1971","chronic pulmonary disease (no histopathological examination)","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1266","3DW3BNF1GHIS8UWEJPLAOCTUK3V8VL","A32QBXDPHHSTOD",1320,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M4020231pdf.png",2026,"9/5/1965","3/24/1971","chronic pulmonary disease (no histopathological examination)","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1267","3QTFNPMJC6IUKLOSQOZWRFWLX90NZO","A2MCG5W6LHSRG9",1275,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M4120231pdf.png",0,"9/5/1965","9/5/1965","terminated/osteosarcoma (to frederic caner center); terminated 9/29/77: terminated/osteosarcoma","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1268","3QTFNPMJC6IUKLOSQOZWRFWLX90NZO","A20OAY4SB4SERR",271,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M4120231pdf.png",0,"9/5/1965","9/5/1965","terminated/osteosarcoma (to frederick cancer center); terminated 9/29/77: terminated/osteosarcoma","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1269","3QTFNPMJC6IUKLOSQOZWRFWLX90NZO","A1G94QON7A9K0N",1580,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M4120231pdf.png",0,"9/5/1965","9/5/1965","terminated/osteosarcoma (to frederick cancer center); terminated 9/29/77: terminated/osteosarcoma","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1270","32CXT5U14G3SVF7EEZB5SQRB6WM8UW","A1G94QON7A9K0N",752,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M53pdf.png",4,"5/21/1966","5/25/1966","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1271","32CXT5U14G3SVF7EEZB5SQRB6WM8UW","A2R0YYUAWNT7UD",59,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M53pdf.png",4,"5/21/1966","5/25/1966","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1272","32CXT5U14G3SVF7EEZB5SQRB6WM8UW","A2BKLF1MNZ3L4X",157,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M53pdf.png",4,"5/21/1966","5/25/1966","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1273","329E6HTMSW2SRMWW84C7VMA2OJW3K2","ADJ9I7ZBFYFH7",79,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M56pdf.png",0,"2/3/1967","2/3/1967","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","No FINDINGS"
"1274","329E6HTMSW2SRMWW84C7VMA2OJW3K2","A2BKLF1MNZ3L4X",2152,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M56pdf.png",0,"2/3/197","2/3/197","","","","{}"
"1275","329E6HTMSW2SRMWW84C7VMA2OJW3K2","A1G94QON7A9K0N",1307,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M56pdf.png",0,"2/3/1967","2/3/1967","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1276","3HUR21WDDUPZRPSRW8KMBAEHTS5XYO","A31O5XYX80XD21",1381,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M5720231pdf.png",4437,"2/3/1967","3/29/1979","lymphosarcoma","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1277","3HUR21WDDUPZRPSRW8KMBAEHTS5XYO","A110KENBXU7SUJ",30,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M5720231pdf.png",4437,"2/3/1967","3/29/1979","lymphosarcoma","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1278","3HUR21WDDUPZRPSRW8KMBAEHTS5XYO","AR20RBERHIPN8",62,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M5720231pdf.png",4437,"2/3/1967","3/29/1979","lymphosarcoma","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1279","3ZZAYRN1I6RGGUF5LBARKGV92NJTOT","A32QBXDPHHSTOD",27,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M5820231pdf.png",0,"2/3/1967","2/3/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1280","3ZZAYRN1I6RGGUF5LBARKGV92NJTOT","ARX0S1CIDJLOX",1303,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M5820231pdf.png",0,"2/3/1967","2/3/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","There was no death date or age."
"1281","3ZZAYRN1I6RGGUF5LBARKGV92NJTOT","AO0CQ0WT4FT7T",291,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M5820231pdf.png",0,"2/3/1967","2/3/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1282","3R5OYNIC2C9Y1UR60BN69G0ZCSFTPA","AOUMYCLO4I993",107,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M5920231pdf.png",4868,"2/3/1967","6/2/1980","aortic thrombosis and renal infarction","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1283","3R5OYNIC2C9Y1UR60BN69G0ZCSFTPA","AZ4NM6ZXTGT0",1281,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M5920231pdf.png",4868,"2/3/1967","6/2/1980","acute thrombosis and renal infarction","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1284","3R5OYNIC2C9Y1UR60BN69G0ZCSFTPA","A1FBO95OVBYOH1",1358,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M5920231pdf.png",4868,"2/3/1967","6/2/1980","aortic thrombosis and renal infarction","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1285","3F6045TU7DOUPS2LLGMSWQZ8DHV99W","A3RR85PK3AV9TU",1984,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M63pdf.png",0,"7/4/1967","7/4/1967","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1286","3F6045TU7DOUPS2LLGMSWQZ8DHV99W","A3HSMUPSPOKD0M",690,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M63pdf.png",0,"7/4/1967","7/4/1967","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","Findings field blank on folder"
"1287","3F6045TU7DOUPS2LLGMSWQZ8DHV99W","AJVGW8ZY3SWE4",31,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M63pdf.png",0,"7/4/1967","7/4/1967","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1288","3MDKGGG61QNQRO91LFOX3G9IHNQ6TI","A3HSMUPSPOKD0M",1569,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364s40M6420231pdf.png",0,"7/4/1967","7/4/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","Date of death and age not listed on folder"
"1289","3MDKGGG61QNQRO91LFOX3G9IHNQ6TI","A110KENBXU7SUJ",26,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364s40M6420231pdf.png",0,"7/4/1967","7/4/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1290","3MDKGGG61QNQRO91LFOX3G9IHNQ6TI","A1G94QON7A9K0N",1337,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364s40M6420231pdf.png",0,"7/4/1967","7/4/1967","not available","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1291","3W0XM68YZPVWHJIHL0YO7TV5QZJ1K9","A1FBO95OVBYOH1",47,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M6520231pdf.png",5057,"7/4/1967","5/8/1981","osteosarcoma c2 vertebra","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1292","3W0XM68YZPVWHJIHL0YO7TV5QZJ1K9","A32QBXDPHHSTOD",2177,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M6520231pdf.png",5057,"7/4/1967","5/8/1981","osteosarcoma c2 vertebra","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1293","3W0XM68YZPVWHJIHL0YO7TV5QZJ1K9","ADJ9I7ZBFYFH7",1193,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M6520231pdf.png",5057,"7/4/1967","5/8/1981","osteosarcoma c2 vertebra","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1294","3U74KRR67MLYY9FTKWAE5RV4CDETNE","AYG3MF094634L",39,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M68pdf.png",1,"9/14/1967","9/15/1967","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
"1295","3U74KRR67MLYY9FTKWAE5RV4CDETNE","ARLSOH5YMGJGN",1749,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M68pdf.png",1,"9/14/1967","9/15/1967","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","NO FINDINGS LISTED"
"1296","3U74KRR67MLYY9FTKWAE5RV4CDETNE","A2F0X4LN9N4O4C",69,"https://dl.dropboxusercontent.com/u/1131693/ucdavis/good/D000364S40M68pdf.png",1,"9/14/1967","9/15/1967","","2 33.0 uci/kg quantity injected, 540 days old","3 davis-1963 strontium-90, injection","{}"
