"","study","group","age","born","died","findings","autopsy"
"471","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5014","9/30/1961","6/23/1975","metastatic aortic body tumor","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20F16%20%231.pdf"
"472","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","4259","9/30/1961","5/29/1973","pyometra and acute peritonitis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20F17%20%231.pdf"
"473","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","0","1/1/1962","1/1/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20F18.pdf"
"474","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","0","1/1/1962","1/1/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20F19.pdf"
"475","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","3","1/1/1962","1/4/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20F20.pdf"
"476","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","3668","1/1/1962","1/17/1972","lymphosarcoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20F21%20%231.pdf"
"477","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","6433","5/19/1962","12/29/1979","metastatic mammary carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20F25%20%231.pdf"
"478","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5197","5/19/1962","8/10/1976","congestive heart failure (ruptured chordae tendinae)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20F26%20%231.pdf"
"479","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5731","2/16/1961","10/26/1976","metastatic malignant melanoma buccal cavity; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20M04%20%231.pdf"
"480","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","1","2/16/1961","2/17/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20M05.pdf"
"481","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","238","2/20/1961","10/16/1961","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20M09%20%231.pdf"
"482","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","1066","2/20/1961","1/22/1964","epilepsy (idiopathic)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20M11%20%231.pdf"
"483","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","23","8/17/1961","9/9/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20M13%20%231.pdf"
"484","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5937","1/1/1962","4/4/1978","severe central nervous system disease (idiopathic)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20M22%20%231.pdf"
"485","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","57","1/1/1962","2/27/1962","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20M23%20%231.pdf"
"486","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5204","1/1/1962","4/1/1976","intervertebral disc herniation","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000366/D20M24%20%231.pdf"
"487","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","0","12/11/1963","12/11/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F%2044%20%231.pdf"
"488","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5001","6/25/1963","3/4/1977","hepatocellular adenoma and aspiration pneumonia","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F32%20%231.pdf"
"489","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","3889","6/25/1963","2/16/1974","hepatocellular adenoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F33%20%231.pdf"
"490","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","0","11/3/1963","11/3/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F39%20%231.pdf"
"491","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5163","11/3/1963","12/22/1977","undetermined","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F40%20%231.pdf"
"492","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5026","11/3/1963","8/7/1977","bronchopneumonia","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F41%20%231.pdf"
"493","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","0","12/11/1963","12/11/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F43%20%231.pdf"
"494","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","6","12/11/1963","12/17/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F45%20%231.pdf"
"495","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","0","5/12/1964","5/12/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F50%20%231.pdf"
"496","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5","5/12/1964","5/17/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F51%20%231.pdf"
"497","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","3","5/12/1964","5/15/1964","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F52%20%231.pdf"
"498","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","1319","5/12/1964","12/22/1967","aspiration pneumonia-secondary to convulsions","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F53%20%231.pdf"
"499","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5295","5/12/1964","11/10/1978","removed: granulomatous pleuritis and pericarditis (bcg-induced)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F54%20%231.pdf"
"500","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5972","5/20/1964","9/25/1980","nephrosclerosis, chronic pyelonephritis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20F57%20%231.pdf"
"501","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","1","5/19/1962","5/20/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M27%20%231.pdf"
"502","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","3590","5/19/1962","3/17/1972","metastatic renal carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M28%20%231.pdf"
"503","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5570","5/19/1962","8/18/1977","metastatic renal carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M30%20%231.pdf"
"504","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5807","5/19/1962","4/12/1978","encephalopathy (senile)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M31%20%231.pdf"
"505","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","3453","6/25/1963","12/7/1972","hepatocellular carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M34%20%231.pdf"
"506","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5374","6/25/1963","3/12/1978","acute peritonitis secondary to prostatitis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M35%20%231.pdf"
"507","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","6047","6/25/1963","1/14/1980","intervertebral disc disease","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M36%20%231.pdf"
"508","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","0","6/25/1963","6/25/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M37%20%231.pdf"
"509","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","2","6/25/1963","6/27/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M38%20%231.pdf"
"510","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","4685","11/3/1963","8/31/1976","nasal carcinoma; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M42%20%231.pdf"
"511","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","0","12/11/1963","12/11/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M46%20%231.pdf"
"512","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","0","12/11/1963","12/11/1963","",NA
"513","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","0","12/11/1963","12/11/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20m48%20%231.pdf"
"514","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","2","12/11/1963","12/13/1963","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M49%20%231.pdf"
"515","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","3868","5/12/1964","12/14/1974","aspiration pneumonia (due to cranial abscess secondary to chronic otitis interna)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M55%20%231.pdf"
"516","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5552","5/12/1964","7/25/1979","metastatic transitional cell carcinoma-prostatic urethra","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D20M56%20%231.pdf"
"517","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","4900","5/19/1962","10/18/1975","metastatic hepatocellular carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000367/D2OM29%20%231.pdf"
"518","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5635","8/3/1964","1/7/1980","undetermined","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20F3%20%231.pdf"
"519","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","3854","5/22/1964","12/10/1974","pulmonary abscess","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20F62%20%231.pdf"
"520","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5263","6/19/1964","11/16/1978","post-surgical shock/pyometra","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20F66%20%231.pdf"
"521","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5266","6/19/1964","11/19/1978","acute necrotizing enteritis (parvovirus)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20F67%20%231.pdf"
"522","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","214","6/19/1964","1/19/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20F68%231.pdf"
"523","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5293","8/3/1964","1/30/1979","sacrifice (bcg)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20F71%20%231.pdf"
"524","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","140","8/3/1964","12/21/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20F72%20%231.pdf"
"525","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5415","8/29/1965","6/26/1980","pituitary adenoma; obs: neoplasm was adjacent to bone","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20F78%20%231.pdf"
"526","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5632","8/29/1965","1/29/1981","myeloproliferative syndrome","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20F79%20%231.pdf"
"527","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5255","8/29/1965","1/18/1980","pancreatic insufficiency/malabsorption","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20F80%20%231.pdf"
"528","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","3","3/26/1966","3/29/1966","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20F83%20%231.pdf"
"529","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","2475","3/26/1966","1/3/1973","chronic pyelonephritis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20F84%20%231.pdf"
"530","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5599","5/20/1964","9/18/1979","intervertebral disc disease","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M59%20%231.pdf"
"531","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","3248","5/20/1964","4/11/1973","lymphosarcoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M60%20%231.pdf"
"532","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","3736","5/22/1964","8/14/1974","lymphosarcoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M63%20%231.pdf"
"533","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","231","5/22/1964","1/8/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M64%20%231.pdf"
"534","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","231","5/22/1964","1/8/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M65%20%231.pdf"
"535","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5114","6/19/1964","6/20/1978","heart failure (clinical third degree heart block/myocardial infarction)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M69%20%231.pdf"
"536","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","5661","6/19/1964","12/19/1979","congestive heart failure","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M70%20%231.pdf"
"537","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","128","8/3/1964","12/9/1964","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M74%20%231.pdf"
"538","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","2692","8/3/1964","12/17/1971","metastatic splenic leiomyosarcoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M75%20%231.pdf"
"539","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","6011","8/3/1964","1/17/1981","cholangiohepatitis (common bile duct obstruction)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M76%20%231.pdf"
"540","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","158","8/3/1964","1/8/1965","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M77%20%231.pdf"
"541","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","0","8/29/1965","8/29/1965","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M81%20%231.pdf"
"542","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","6262","8/29/1965","10/21/1982","chronic pyelonephritis","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M82%20%231.pdf"
"543","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","0","3/26/1966","3/26/1966","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M85%20%231.pdf"
"544","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","3","3/26/1966","3/29/1966","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M87.pdf"
"545","2 davis-1961 strontium-90, dietary","4 24 uci/kg total ingested with food (in-utero to 540 days)","53","3/26/1966","5/18/1966","anesthetic death; note: dose estimated","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000368/D20M88.pdf"
"546","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","0","4/27/1961","4/27/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F01.pdf"
"547","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5277","4/27/1961","10/8/1975","lymphosarcoma; terminated 8/15/74: not available; amputation 8/15/74, removed from study","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F02.pdf"
"548","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","266","4/27/1961","1/18/1962","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F03.pdf"
"549","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","265","4/27/1961","1/17/1962","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F04.pdf"
"550","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","2","5/1/1961","5/3/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F05.pdf"
"551","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","2","5/1/1961","5/3/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F06.pdf"
"552","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","2","5/1/1961","5/3/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F07.pdf"
"553","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","4","5/1/1961","5/5/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F08.pdf"
"554","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","3","5/1/1961","5/4/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F09.pdf"
"555","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","402","6/11/1961","7/18/1962","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F13.pdf"
"556","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","1","6/11/1961","6/12/1961","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F14.pdf"
"557","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","402","6/11/1961","7/18/1962","not available","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F15.pdf"
"558","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","6078","6/11/1961","1/31/1978","cerebral atrophy (senile)","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F16.pdf"
"559","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5250","6/14/1961","10/29/1975","metastatic pulmonary carcinoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F19.pdf"
"560","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5536","6/14/1961","8/10/1976","lymphosarcoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F20.pdf"
"561","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","0","5/10/1962","5/10/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F23.pdf"
"562","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","0","5/10/1962","5/10/1962","","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F24.pdf"
"563","2 davis-1961 strontium-90, dietary","5 70 uci/kg total ingested with food (in-utero to 540 days)","5033","5/10/1962","2/19/1976","lymphosarcoma","https://s3.amazonaws.com/janus-cloud2/www/PNNL%20and%20UCDAVIS%20SCANNED%20BEAGLE%20DATA/D000370/D30F25.pdf"
