"o","l","source","analysis"
3.39,0.0564932144785107,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.4,0.0563071663633022,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.41,0.0561223624587636,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.42,0.0559387908746758,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.43,0.0557564398841088,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.44,0.0555752979038033,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.45,0.0553953534970978,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.46,0.0552165953796498,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.47,0.0550390124060392,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.48,0.0548625935723208,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.49,0.0546873280173219,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.5,0.054513205003683,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.51,0.0543402139499084,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.52,0.0541683443860737,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.53,0.0539975859828082,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.54,0.053827928535893,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.55,0.0536593619637403,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.56,0.0534918763196903,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.57,0.0533254617648857,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.58,0.0531601085814615,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.59,0.0529958071820833,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.6,0.052832548083049,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.61,0.0526703219143911,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.62,0.0525091194348536,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.63,0.0523489314893301,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.64,0.0521897490492044,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.65,0.05203156319155,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.66,0.0518743650855391,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.67,0.0517181460257926,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.68,0.0515628973908625,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.69,0.0514086106680027,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.7,0.0512552774413035,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.71,0.0511028893949296,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.72,0.0509514383134181,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.73,0.0508009160612524,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.74,0.0506513146157575,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.75,0.0505026260258322,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.76,0.0503548424486904,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.77,0.0502079561280892,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.78,0.050061959379836,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.79,0.0499168446296491,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.8,0.0497726043732573,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.81,0.0496292311921509,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.82,0.0494867177552652,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.83,0.0493450568122091,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.84,0.0492042411940601,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.85,0.0490642638089519,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.86,0.0489251176448819,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.87,0.0487867957621179,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.88,0.0486492913058624,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.89,0.048512597487407,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.9,0.0483767076041885,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.91,0.0482416150139555,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.92,0.0481073131514378,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.93,0.0479737955200094,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.94,0.0478410557013679,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.95,0.0477090873385094,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.96,0.0475778841442699,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.97,0.0474474398933619,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.98,0.0473177484402522,"Radiobiological prior","new:
  meta-regression
  positive constraints"
3.99,0.0471888036908666,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4,0.0470605996234977,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.01,0.046933130279071,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.02,0.0468063897554282,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.03,0.0466803722231637,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.04,0.0465550718953691,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.05,0.046430483072605,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.06,0.0463066000929273,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.07,0.0461834173539087,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.08,0.046060929324787,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.09,0.045939130520381,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.1,0.0458180155198,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.11,0.0456975789498498,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.12,0.0455778154952528,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.13,0.0454587198950337,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.14,0.0453402869473306,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.15,0.0452225114908063,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.16,0.0451053884321054,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.17,0.04498891271401,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.18,0.044873079337276,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.19,0.0447578833494329,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.2,0.0446433198610977,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.21,0.0445293840136205,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.22,0.0444160710015101,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.23,0.0443033760731505,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.24,0.0441912945225041,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.25,0.0440798216832757,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.26,0.043968952941867,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.27,0.0438586837279785,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.28,0.0437490095173544,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.29,0.0436399258264918,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.3,0.0435314282135471,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.31,0.0434235122906784,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.32,0.0433161737029675,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.33,0.0432094081429714,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.34,0.0431032113392882,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.35,0.0429975790672335,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.36,0.0428925071360276,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.37,0.0427879914029691,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.38,0.0426840277602276,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.39,0.0425806121392666,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.4,0.0424777405136621,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.41,0.0423754088876589,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.42,0.0422736133128171,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.43,0.0421723498678445,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.44,0.0420716146811866,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.45,0.0419714039075724,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.46,0.0418717137349365,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.47,0.0417725403999144,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.48,0.041673880164252,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.49,0.0415757293256167,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.5,0.041478084217329,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.51,0.0413809412089697,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.52,0.0412842967006736,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.53,0.0411881471253122,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.54,0.041092488952561,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.55,0.0409973186810943,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.56,0.0409026328388221,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.57,0.0408084279929453,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.58,0.0407147007355373,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.59,0.0406214476933523,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.6,0.0405286655232744,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.61,0.0404363509093687,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.62,0.040344500572825,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.63,0.0402531112480708,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.64,0.0401621797251337,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.65,0.0400717027990436,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.66,0.0399816773040462,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.67,0.0398921001052751,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.68,0.0398029680839202,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.69,0.0397142781651333,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.7,0.0396260272867582,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.71,0.0395382124217474,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.72,0.0394508305712055,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.73,0.0393638787568561,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.74,0.0392773540301294,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.75,0.0391912534665617,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.76,0.0391055741684335,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.77,0.0390203132650797,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.78,0.0389354679072987,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.79,0.0388510352760171,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.8,0.0387670125689691,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.81,0.0386833970129518,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.82,0.0386001858631444,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.83,0.0385173763879238,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.84,0.0384349658855676,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.85,0.0383529516822486,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.86,0.038271331115535,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.87,0.0381901015543657,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.88,0.0381092603892936,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.89,0.0380288050307126,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.9,0.0379487329095803,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.91,0.0378690414867788,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.92,0.0377897282358443,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.93,0.0377107906551053,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.94,0.0376322262640746,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.95,0.0375540326024277,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.96,0.0374762072340766,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.97,0.0373987477398093,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.98,0.0373216517226109,"Radiobiological prior","new:
  meta-regression
  positive constraints"
4.99,0.0372449168000921,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5,0.0371685406164392,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.01,0.0370925208336538,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.02,0.0370168551310445,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.03,0.0369415412100788,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.04,0.0368665767919499,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.05,0.0367919596142679,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.06,0.0367176874286517,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.07,0.0366437580170173,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.08,0.0365701691714583,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.09,0.0364969187025317,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.1,0.0364240044391154,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.11,0.0363514242297202,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.12,0.0362791759407728,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.13,0.0362072574508767,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.14,0.0361356666668274,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.15,0.0360644015011526,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.16,0.0359934598835452,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.17,0.0359228397712444,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.18,0.0358525391254121,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.19,0.0357825559358624,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.2,0.035712888193181,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.21,0.0356435339239825,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.22,0.0355744911510992,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.23,0.0355057579263998,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.24,0.0354373323106698,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.25,0.0353692123829068,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.26,0.0353013962369806,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.27,0.0352338819822459,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.28,0.0351666677437125,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.29,0.0350997516554129,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.3,0.0350331318762719,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.31,0.0349668065674245,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.32,0.0349007739177761,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.33,0.034835032123213,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.34,0.0347695793916247,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.35,0.0347044139499908,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.36,0.0346395340370497,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.37,0.0345749379039072,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.38,0.0345106238177411,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.39,0.0344465900590564,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.4,0.0343828349189939,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.41,0.0343193567049875,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.42,0.0342561537338993,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.43,0.0341932243431111,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.44,0.0341305668753415,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.45,0.0340681796865151,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.46,0.0340060611524044,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.47,0.033944209647884,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.48,0.0338826235772188,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.49,0.0338213013435929,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.5,0.0337602413660914,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.51,0.0336994420802697,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.52,0.0336389019276614,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.53,0.033578619364157,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.54,0.0335185928567435,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.55,0.0334588208863442,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.56,0.0333993019407432,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.57,0.0333400345247467,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.58,0.0332810171523875,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.59,0.0332222483445834,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.6,0.0331637266372358,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.61,0.0331054505792343,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.62,0.0330474187287125,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.63,0.0329896296509474,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.64,0.0329320819254884,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.65,0.0328747741436623,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.66,0.0328177049020626,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.67,0.0327608728143997,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.68,0.0327042765017917,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.69,0.0326479145904408,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.7,0.0325917857252999,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.71,0.0325358885571101,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.72,0.0324802217446926,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.73,0.0324247839604517,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.74,0.0323695738878724,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.75,0.0323145902107642,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.76,0.0322598316324696,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.77,0.0322052968653131,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.78,0.0321509846220368,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.79,0.0320968936356811,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.8,0.0320430226406281,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.81,0.0319893703831934,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.82,0.0319359356237771,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.83,0.0318827171193104,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.84,0.0318297136499481,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.85,0.0317769239953866,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.86,0.0317243469469816,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.87,0.0316719813059856,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.88,0.0316198258785296,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.89,0.0315678794849017,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.9,0.031516140945918,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.91,0.031464609096648,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.92,0.0314132827854517,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.93,0.0313621608561876,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.94,0.0313112421690582,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.95,0.0312605255914199,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.96,0.0312100099983985,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.97,0.0311596942743264,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.98,0.0311095773063681,"Radiobiological prior","new:
  meta-regression
  positive constraints"
5.99,0.0310596579966604,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6,0.0310099352480826,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.01,0.0309604079770832,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.02,0.0309110751045818,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.03,0.0308619355603852,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.04,0.0308129882816458,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.05,0.0307642322095278,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.06,0.0307156663007417,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.07,0.0306672895096771,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.08,0.0306191008045294,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.09,0.0305710991571931,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.1,0.0305232835499897,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.11,0.0304756529684064,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.12,0.0304282064102457,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.13,0.0303809428739068,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.14,0.0303338613698525,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.15,0.0302869609131835,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.16,0.0302402405244309,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.17,0.0301936992321513,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.18,0.0301473360725899,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.19,0.0301011500913995,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.2,0.0300551403315509,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.21,0.0300093058514035,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.22,0.0299636457105847,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.23,0.0299181589794919,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.24,0.0298728447308971,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.25,0.0298277020443446,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.26,0.0297827300101853,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.27,0.0297379277170935,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.28,0.0296932942670186,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.29,0.0296488287659131,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.3,0.0296045303232055,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.31,0.0295603980568288,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.32,0.0295164310911422,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.33,0.0294726285523204,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.34,0.029428989577755,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.35,0.0293855133079256,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.36,0.0293421988901083,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.37,0.0292990454747303,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.38,0.0292560522196718,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.39,0.0292132182911851,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.4,0.0291705428550209,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.41,0.0291280250870165,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.42,0.029085664170443,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.43,0.0290434592845796,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.44,0.0290014096234141,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.45,0.0289595143846024,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.46,0.0289177727664736,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.47,0.0288761839795156,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.48,0.0288347472336395,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.49,0.0287934617452393,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.5,0.0287523267379846,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.51,0.0287113414402212,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.52,0.0286705050826808,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.53,0.0286298169028194,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.54,0.0285892761438492,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.55,0.0285488820536234,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.56,0.0285086338827934,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.57,0.028468530890614,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.58,0.0284285723369138,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.59,0.0283887574894123,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.6,0.0283490856204646,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.61,0.0283095560060122,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.62,0.0282701679248963,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.63,0.0282309206660399,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.64,0.0281918135157234,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.65,0.0281528457725011,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.66,0.0281140167311022,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.67,0.0280753257000347,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.68,0.0280367719845639,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.69,0.0279983548980671,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.7,0.0279600737557713,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.71,0.0279219278836593,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.72,0.0278839166024935,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.73,0.0278460392438913,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.74,0.0278082951424452,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.75,0.0277706836349718,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.76,0.0277332040685217,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.77,0.0276958557844959,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.78,0.0276586381360429,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.79,0.0276215504793692,"Radiobiological prior","new:
  meta-regression
  positive constraints"
6.8,0.0275845921698319,"Radiobiological prior","new:
  meta-regression
  positive constraints"
