"dog_number","birth_date","death_mode","age","sex","group","tissues","comment","experiment","study","era_studyID","era_GroupID","dam","sire"
"1869","1968-12-11","Experimental Sacrifice","2442","F","2850","0","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","6","1330","1378"
"1870","1968-12-11","Sacrificed Moribund","2931","M","2140","46","SARCOMA-SPLEEN`
","cobalt_chronic","6","6","14","1330","1378"
"1871","1968-12-11","Radiation","4295","M","2250","46","NEOPLASM,PERITONITIS`
","cobalt_chronic","6","6","12","1330","1378"
"1872","1968-12-16","Sacrificed Moribund","3430","F","2350","47","HEPATIC,BRONCH/MAM.CARC
","cobalt_chronic","6","6","8","1191","1032"
"1873","1968-12-16","Sacrificed Moribund","4027","F","2250","55","MULT.MAM.TUM/CHEST WALL
","cobalt_chronic","6","6","12","1191","1032"
"1874","1968-12-16","Sacrificed Moribund","5660","M","100","48","RENAL FAILURE, TOXEMIA
","control","0","99","4","1191","1032"
"1875","1968-12-16","Experimental Sacrifice","777","M","2140","34","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","6","14","1191","1032"
"1876","1968-12-16","Sacrificed Moribund","4539","M","2350","40","LUNG TUMORS
","cobalt_chronic","6","6","8","1191","1032"
"1877","1968-12-16","Serial Sacrifice","401","M","2140","33","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","6","14","1191","1032"
"1878","1968-12-22","less than 7 days old","0","F","8400","0","INJ.INFLICTED BY DAM
",NULL,"99","99","14","1226","1230"
"1879","1968-12-22","Experimental Conditions","1992","F","300","0","CUSTODIAL
",NULL,"99","99","10","1226","1230"
"1880","1968-12-22","Euthanized for Non-Conformance","809","M","10","0","SAC.NON-CONFORMING
",NULL,"0","99","1","1226","1230"
"1881","1968-12-22","Euthanized for Non-Conformance","3445","M","210","4","SAC.,CULL BREEDER
",NULL,"0","99","2","1226","1230"
"1882","1968-12-22","Euthanized for Non-Conformance","1515","M","210","0","SAC.NON-CONFORMING
",NULL,"0","99","2","1226","1230"
"1883","1968-12-24","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","1454","754"
"1884","1968-12-24","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","1454","754"
"1885","1968-12-24","Experimental Sacrifice","769","F","2140","34","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","6","14","1454","754"
"1886","1968-12-24","Radiation","4148","M","2350","40","ACUTE PULMONARY EDEMA
","cobalt_chronic","6","6","8","1454","754"
"1887","1968-12-24","less than 7 days old","6","F","10","0","PNEUMONIA
",NULL,"0","99","1","1085","1087"
"1888","1968-12-24","less than 7 days old","5","M","10","0","SAC.NON-CONFORMING
",NULL,"0","99","1","1085","1087"
"1889","1969-01-06","Age","5428","F","100","42","CHRONIC NEPHRITIS
","control","0","99","4","1455","1032"
"1890","1969-01-06","Radiation","3366","M","2350","28","SP-MALIG.SCHWANNOMA/W
","cobalt_chronic","6","6","8","1455","1032"
"1891","1969-01-06","Radiation","4807","M","2250","42","PNEU.MET.THYROID T.LUNG
","cobalt_chronic","6","6","12","1455","1032"
"1892","1969-01-06","Experimental Sacrifice","967","M","2140","7","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","6","14","1455","1032"
"1893","1969-01-06","Transferred","794","M","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","1455","1032"
"1894","1969-01-06","Euthanized for Non-Conformance","420","M","10","0","SAC.NON-CONFORMING
",NULL,"0","99","1","1455","1032"
"1895","1969-01-06","Experimental Sacrifice","756","M","2140","34","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","6","14","1455","1032"
"1896","1969-01-06","Experimental Sacrifice","602","M","6000","34","SAC.IN COURSE OF EXP.
",NULL,"99","56","1","1455","1032"
"1897","1969-01-06","Experimental Sacrifice","623","M","6000","34","SAC.IN COURSE OF EXP.
",NULL,"99","56","1","1455","1032"
"1898","1969-01-27","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","1515","754"
"1899","1969-01-27","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","1515","754"
"1900","1969-01-27","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","1515","754"
"1901","1969-01-27","Radiation","463","F","2140","33","B.M.APLAS.;HEM.DIATH.
","cobalt_chronic","99","6","14","1515","754"
"1902","1969-01-27","Age","5231","F","100","48","RENAL CARC. W. METAST.
","control","0","99","4","1515","754"
"1903","1969-01-27","Experimental Sacrifice","763","M","7300","33","SAC.IN COURSE OF EXP.
",NULL,"99","98","2","1515","754"
"1904","1969-03-19","less than 7 days old","1","F","10","0","DETERMINATE
",NULL,"0","99","1","1739","1743"
"1905","1969-03-19","Experimental Conditions","1497","F","300","0","CUSTODIAL
",NULL,"99","99","10","1739","1743"
"1906","1969-03-19","Age","341","F","10","0","EUTH.-CULL
",NULL,"0","99","1","1739","1743"
"1907","1969-03-19","Experimental Conditions","2283","M","300","0","CUSTODIAL
",NULL,"99","99","10","1739","1743"
"1908","1969-03-19","Euthanized for Non-Conformance","348","M","10","0","SAC.NON-CONFORMING
",NULL,"0","99","1","1739","1743"
"1909","1969-03-19","Experimental Conditions","2283","M","300","0","CUSTODIAL
",NULL,"99","99","10","1739","1743"
"1910","1969-03-22","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","1095","73"
"1911","1969-03-22","Radiation","2858","F","2350","43","PULM.CON.PNEU.M.MAM.T.
","cobalt_chronic","6","6","8","1095","73"
"1912","1969-03-22","Experimental Sacrifice","892","F","2140","7","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","6","14","1095","73"
"1913","1969-03-22","Radiation","1385","M","2350","46","MYELOGENOUS LEUKEMIA
","cobalt_chronic","6","6","8","1095","73"
"1914","1969-03-22","Age","5716","M","100","41","ESOPH.TUMOR, THYR.TUMOR
","control","0","99","4","1095","73"
"1915","1969-03-22","Experimental Sacrifice","892","M","2140","7","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","6","14","1095","73"
"1916","1969-03-22","Sacrificed Moribund","857","M","7300","23","AC.PANCREAT/FAT NECROS`
",NULL,"99","98","2","1095","73"
"1917","1969-03-24","Radiation","2891","F","2350","35","MAMM.ADENOCARC.W/L.MET
","cobalt_chronic","6","6","8","1365","1032"
"1918","1969-03-24","Radiation","471","F","2140","0","DETERMINATE
","cobalt_chronic","99","6","14","1365","1032"
"1919","1969-03-24","Experimental Sacrifice","525","F","6000","34","SAC.IN COUR.EXP-EM STDY
",NULL,"99","56","1","1365","1032"
"1920","1969-03-24","Experimental Sacrifice","546","F","6000","34","SAC.IN COUR.EXP-EM STDY
",NULL,"99","56","1","1365","1032"
"1921","1969-03-24","Radiation","2786","M","2350","44","ADENOCARCINOMA SM.INT.`
","cobalt_chronic","6","6","8","1365","1032"
"1922","1969-03-24","Experimental Sacrifice","567","M","6000","34","SAC.IN COUR.EXP-EM STDY
",NULL,"99","56","1","1365","1032"
"1923","1969-03-24","Experimental Sacrifice","525","M","6000","34","SAC.IN COUR.EXP-EM STDY
",NULL,"99","56","1","1365","1032"
"1924","1969-03-28","Sacrificed Moribund","4855","F","100","49","SURG.SHK./ABD.MASS SURG
","control","0","99","4","1186","1378"
"1925","1969-03-28","Sacrificed Moribund","622","F","2350","34","ANEM.HEM.DIATH.PUL.ED`
","cobalt_chronic","99","6","8","1186","1378"
"1926","1969-03-28","Experimental Sacrifice","1231","F","7300","9","SAC.IN COUR.EXP-EM STDY
",NULL,"99","98","2","1186","1378"
"1927","1969-03-28","Radiation","860","M","2350","20","LYM.HYPO;B.M.APLASIA`
","cobalt_chronic","99","6","8","1186","1378"
"1928","1969-03-28","less than 7 days old","3","M","10","0","SEPTICEMIA
",NULL,"0","99","1","1186","1378"
"1929","1969-03-28","Experimental Sacrifice","1036","M","7300","11","SAC.IN COURSE OF EXP.
",NULL,"99","98","2","1186","1378"
"1930","1969-03-28","Experimental Sacrifice","875","M","6000","7","SAC.IN COURSE OF EXP.
",NULL,"99","56","1","1186","1378"
"1931","1969-03-28","Experimental Sacrifice","703","M","7300","33","SAC.IN COURSE OF EXP.
",NULL,"99","98","2","1186","1378"
"1932","1969-03-31","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","329","754"
"1933","1969-03-31","Radiation","1216","F","2350","46","MYELOGENOUS LEUKEMIA`
","cobalt_chronic","6","6","8","329","754"
"1934","1969-03-31","Euthanized for Non-Conformance","497","F","6000","34","SAC.NON-CONF.EM STUDY`
",NULL,"99","56","1","329","754"
"1935","1969-03-31","Experimental Sacrifice","560","F","6000","33","SAC.IN COURSE OF EXP.
",NULL,"99","56","1","329","754"
"1936","1969-03-31","Sacrificed Moribund","5957","M","100","45","CHRONIC NEPHRITIS
","control","0","99","4","329","754"
"1937","1969-03-31","Experimental Sacrifice","1228","M","7300","9","SAC.IN COURSE OF EXP.
",NULL,"99","98","2","329","754"
"1938","1969-04-07","Stillborn","0","U","8400","0","STILLBORN
",NULL,"99","99","14","621","1032"
"1939","1969-04-07","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","621","1032"
"1940","1969-04-07","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","621","1032"
"1941","1969-04-07","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","621","1032"
"1942","1969-04-07","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","621","1032"
"1943","1969-04-07","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","621","1032"
"1944","1969-05-20","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","731","754"
"1945","1969-05-20","Experimental Sacrifice","822","F","6000","7","SAC.IN COURSE OF EXP.
",NULL,"99","56","1","731","754"
"1946","1969-05-20","Transferred","660","M","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","731","754"
"1947","1969-06-12","Experimental Sacrifice","627","F","7300","34","SAC.IN COURSE OF EXP.
",NULL,"99","98","2","1191","1032"
"1948","1969-06-12","Radiation","605","F","2140","6","B.M.APLAS.;HEM.DIATH.
","cobalt_chronic","99","6","14","1191","1032"
"1949","1969-06-12","Age","869","F","220","0","EUTH.-CULL
",NULL,"0","99","3","1191","1032"
"1950","1969-06-12","Sacrificed Moribund","603","M","2140","6","BONE MARROW APLASIA`
","cobalt_chronic","99","6","14","1191","1032"
"1951","1969-06-12","Experimental Sacrifice","1155","M","6000","10","SAC.IN COURSE OF EXP.`
","cobalt_chronic","99","56","1","1191","1032"
"1952","1969-06-12","Radiation","697","M","2250","32","ANEM;HEM.DIATH;BACTEREM
","cobalt_chronic","99","6","12","1191","1032"
"1953","1969-06-19","Age","4585","F","100","43","LYMPHOMA MES.L.N./METAS
","control","0","99","4","1573","1378"
"1954","1969-06-19","Serial Sacrifice","935","F","6000","7","SAC.IN COURSE OF EXP.`
","cobalt_chronic","99","56","1","1573","1378"
"1955","1969-06-19","Experimental Sacrifice","1008","M","6000","11","SAC.IN COURSE OF EXP.`
","cobalt_chronic","99","56","1","1573","1378"
"1956","1969-06-19","Serial Sacrifice","935","M","6000","7","SAC.IN COURSE OF EXP.`
","cobalt_chronic","99","56","1","1573","1378"
"1957","1969-07-01","Experimental Sacrifice","996","F","6000","12","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","56","1","339","1378"
"1958","1969-07-01","Serial Sacrifice","923","F","6000","7","SAC.IN COURSE OF EXP.`
","cobalt_chronic","99","56","1","339","1378"
"1959","1969-07-01","Radiation","2682","M","2250","43","PNEU.SUPP.W/PLEUR-FUNG`
","cobalt_chronic","6","6","12","339","1378"
"1960","1969-07-01","Serial Sacrifice","757","M","6000","7","SAC.IN COURSE OF EXP`
","cobalt_chronic","99","56","1","339","1378"
"1961","1969-07-24","less than 7 days old","3","F","10","0","STARVATION (PUP)`
",NULL,"0","99","1","1401","1342"
"1962","1969-07-24","less than 7 days old","3","M","10","0","STARVATION (PUP)`
",NULL,"0","99","1","1401","1342"
"1963","1969-07-24","Experimental Conditions","1778","M","300","0","CUSTODIAL
",NULL,"99","99","10","1401","1342"
"1964","1969-07-24","less than 7 days old","5","M","10","0","STARVATION (PUP)`
",NULL,"0","99","1","1401","1342"
"1965","1969-07-24","Euthanized for Non-Conformance","2418","M","8100","0","SAC.NON-CONFORMING
",NULL,"99","99","9","1401","1342"
"1966","1969-08-01","Stillborn","0","F","8400","0","STILLBORN`
",NULL,"99","99","14","1454","1032"
"1967","1969-08-01","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1454","1032"
"1968","1969-08-01","Age","4655","F","100","44","CARCINOMA, MAMMARY
","control","0","99","4","1454","1032"
"1969","1969-08-01","Radiation","643","F","2250","32","LYM.HYPO;B.M.APLASIA`
","cobalt_chronic","99","6","12","1454","1032"
"1970","1969-08-01","Radiation","4560","F","2250","50","MET.LUNG TUM.PNEU.ATEL.
","cobalt_chronic","6","6","12","1454","1032"
"1971","1969-08-01","Sacrificed Moribund","3304","M","2250","43","THYROID CARCINOMA
","cobalt_chronic","6","6","12","1454","1032"
"1972","1969-08-05","Euthanized for Non-Conformance","2406","F","8100","0","SAC.NON-CONFORMING
",NULL,"99","99","9","1082","1743"
"1973","1969-08-05","less than 7 days old","2","F","10","0","SEPTICEMIA (PUP)`
",NULL,"0","99","1","1082","1743"
"1974","1969-08-05","less than 7 days old","4","M","10","0","PULMONARY CONGESTION
",NULL,"0","99","1","1082","1743"
"1975","1969-08-05","less than 7 days old","1","M","10","0","PULMONARY EDEMA
",NULL,"0","99","1","1082","1743"
"1976","1969-08-05","less than 7 days old","1","M","10","0","PULMONARY EDEMA
",NULL,"0","99","1","1082","1743"
"1977","1969-08-05","Sacrificed Moribund","14","M","10","0","PNEUMONIA`
",NULL,"0","99","1","1082","1743"
"1978","1969-08-25","Radiation","686","F","2250","20","LYM.HYPO;B.M.APLASIA`
","cobalt_chronic","99","6","12","1711","1378"
"1979","1969-08-25","Serial Sacrifice","702","M","6000","8","EUTH.-CULL
","cobalt_chronic","99","56","1","1711","1378"
"1980","1969-10-01","less than 7 days old","2","F","10","0","RUNT;STARVATION
",NULL,"0","99","1","462","1621"
"1981","1969-10-23","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","1770","1771"
"1982","1969-10-23","Radiation","545","F","6000","32","BONE MARROW APLASIA
","cobalt_chronic","99","56","1","1770","1771"
"1983","1969-10-23","less than 7 days old","3","M","10","0","DETERMINATE
",NULL,"0","99","1","1770","1771"
"1984","1969-10-23","Sacrificed Moribund","8","M","10","0","SEPTICEMIA
",NULL,"0","99","1","1770","1771"
"1985","1969-10-23","less than 7 days old","7","M","10","0","SEPTICEMIA
",NULL,"0","99","1","1770","1771"
"1986","1969-10-25","Stillborn","0","F","8400","0","SEPTICEMIA
",NULL,"99","99","14","1620","1621"
"1987","1969-10-25","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","1620","1621"
"1988","1969-10-25","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","1620","1621"
"1989","1969-10-25","Experimental Conditions","1658","M","300","0","CUSTODIAL
",NULL,"99","99","10","1620","1621"
"1990","1969-10-25","Experimental Conditions","1662","M","300","0","CUSTODIAL
",NULL,"99","99","10","1620","1621"
"1991","1969-10-25","Euthanized for Non-Conformance","2325","M","8100","0","SAC.NON-CONFORMING
",NULL,"99","99","9","1620","1621"
"1992","1969-11-15","Sacrificed Moribund","5061","F","100","40","UNDETERMINED
","control","0","99","4","1799","1801"
"1993","1969-11-15","Euthanized for Non-Conformance","2315","F","8100","0","SAC.NON-CONFORMING
",NULL,"99","99","9","1799","1801"
"1994","1969-11-15","less than 7 days old","4","F","10","0","STARVATION (PUP)`
",NULL,"0","99","1","1799","1801"
"1995","1969-11-15","Experimental Conditions","1637","M","300","0","CUSTODIAL
",NULL,"99","99","10","1799","1801"
"1996","1969-11-15","Transferred","481","M","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","1799","1801"
"1997","1969-11-15","Euthanized for Non-Conformance","3482","M","210","0","SAC.CULLED BREEDER
",NULL,"0","99","2","1799","1801"
"1998","1969-11-15","Experimental Conditions","1640","M","300","0","CUSTODIAL
",NULL,"99","99","10","1799","1801"
"1999","1969-11-19","Serial Sacrifice","616","F","6000","7","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","56","1","1704",NULL
"2000","1969-11-19","Experimental Sacrifice","518","F","2840","5","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","5","1704",NULL
"2001","1969-11-19","Radiation","640","F","5200","0","DETERMINATE
","cobalt_chronic","99","55","3","1704",NULL
"2002","1969-11-19","Experimental Sacrifice","622","M","6500","22","SAC.IN COURSE OF EXP.
",NULL,"99","53","4","1704",NULL
"2003","1969-11-19","Sacrificed Moribund","5861","M","100","45","PULMONARY INSUFFICIENCY
","control","0","99","4","1704",NULL
"2004","1969-11-19","Experimental Sacrifice","624","M","6500","20","SAC.IN COURSE OF EXP.
",NULL,"99","53","4","1704",NULL
"2005","1969-11-20","Age","61","F","10","0","DETERMINATE
",NULL,"0","99","1","1780","754"
"2006","1969-11-20","Experimental Conditions","1252","F","300","0","CUSTODIAL
",NULL,"99","99","10","1780","754"
"2007","1969-11-20","Experimental Sacrifice","463","F","2850","0","BONE MARROW APLASIA`
","cobalt_chronic","99","51","6","1780","754"
"2008","1969-11-20","Experimental Sacrifice","473","F","2860","0","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","7","1780","754"
"2009","1969-11-20","less than 7 days old","2","M","10","0","PULMONARY CONGESTION
",NULL,"0","99","1","1780","754"
"2010","1969-11-20","Experimental Conditions","746","M","300","0","CUSTODIAL
",NULL,"99","99","10","1780","754"
"2011","1969-11-20","Experimental Conditions","725","M","300","0","CUSTODIAL
",NULL,"99","99","10","1780","754"
"2012","1969-12-02","Experimental Sacrifice","505","F","2840","5","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","5","1365","1032"
"2013","1969-12-02","Experimental Conditions","720","M","300","0","CUSTODIAL
",NULL,"99","99","10","1365","1032"
"2014","1969-12-02","Sacrificed Moribund","2442","M","100","40","BRONCHOPNEUMONIA
","control","0","99","4","1365","1032"
"2015","1969-12-02","Experimental Conditions","720","M","300","0","CUSTODIAL
",NULL,"99","99","10","1365","1032"
"2016","1969-12-02","Transferred","464","M","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","1365","1032"
"2017","1969-12-10","Experimental Sacrifice","541","F","2860","33","DETERMINATE
","cobalt_chronic","99","51","7","1818","1785"
"2018","1969-12-10","Sacrificed Moribund","218","F","10","0","EPILEPSY
",NULL,"0","99","1","1818","1785"
"2019","1969-12-10","Experimental Sacrifice","497","F","2840","5","THANIZED`
","cobalt_chronic","99","51","5","1818","1785"
"2020","1969-12-10","Experimental Conditions","726","M","300","0","CUSTODIAL
",NULL,"99","99","10","1818","1785"
"2021","1969-12-10","Transferred","456","M","10","0","TRANS.OUTSIDE OF ANL
",NULL,"0","99","1","1818","1785"
"2022","1969-12-10","Experimental Conditions","726","M","300","0","CUSTODIAL
",NULL,"99","99","10","1818","1785"
"2023","1969-12-10","Experimental Conditions","845","M","300","0","CUSTODIAL
",NULL,"99","99","10","1818","1785"
"2024","1970-01-06","Age","4424","F","100","55","CARCINOMA, MAMMARY
","control","0","99","4","1661","754"
"2025","1970-01-06","Sacrificed Moribund","15","F","10","0","SEPTICEMIA
",NULL,"0","99","1","1661","754"
"2026","1970-01-06","Experimental Conditions","1205","F","300","0","CUSTODIAL
",NULL,"99","99","10","1661","754"
"2027","1970-01-06","Experimental Conditions","818","M","300","0","CUSTODIAL
",NULL,"99","99","10","1661","754"
"2028","1970-01-06","Lost","696","M","300","0","MISSING
",NULL,"99","99","10","1661","754"
"2029","1970-01-06","Sacrificed Moribund","10","M","10","0","PULMONARY CONGESTION
",NULL,"0","99","1","1661","754"
"2030","1970-02-12","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","1455","754"
"2031","1970-02-12","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","1455","754"
"2032","1970-02-12","Sacrificed Moribund","12","F","10","0","CONGENITAL ANOMALY
",NULL,"0","99","1","1455","754"
"2033","1970-02-12","Experimental Conditions","1168","F","300","0","CUSTODIAL
",NULL,"99","99","10","1455","754"
"2034","1970-02-12","Age","12","F","10","0","CONGENITAL ANOMALY
",NULL,"0","99","1","1455","754"
"2035","1970-02-12","less than 7 days old","7","F","10","0","STARVATION
",NULL,"0","99","1","1455","754"
"2036","1970-02-12","less than 7 days old","7","F","10","0","PNEUMONIA
",NULL,"0","99","1","1455","754"
"2037","1970-02-12","Age","15","M","10","0","PULMONARY EDEMA
",NULL,"0","99","1","1455","754"
"2038","1970-02-12","Experimental Conditions","781","M","300","0","CUSTODIAL
",NULL,"99","99","10","1455","754"
"2039","1970-02-12","less than 7 days old","5","M","10","0","SEPTICEMIA
",NULL,"0","99","1","1455","754"
"2040","1970-03-08","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","1454","1032"
"2041","1970-03-08","Experimental Conditions","1151","F","300","0","CUSTODIAL
",NULL,"99","99","10","1454","1032"
"2042","1970-03-08","Experimental Conditions","1241","M","300","0","CUSTODIAL
",NULL,"99","99","10","1454","1032"
"2043","1970-03-08","less than 7 days old","2","M","10","0","SEPTICEMIA;RUNT
",NULL,"0","99","1","1454","1032"
"2044","1970-03-11","less than 7 days old","2","F","10","0","DETERMINATE
",NULL,"0","99","1","1095","1783"
"2045","1970-03-11","Lost","9","F","10","0","CANNIBALIZED BY DAM
",NULL,"0","99","1","1095","1783"
"2046","1970-03-11","Experimental Conditions","1148","F","300","0","CUSTODIAL
",NULL,"99","99","10","1095","1783"
"2047","1970-03-11","Experimental Sacrifice","415","F","2860","5","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","7","1095","1783"
"2048","1970-03-11","less than 7 days old","2","M","10","0","SEPTICEMIA
",NULL,"0","99","1","1095","1783"
"2049","1970-03-11","less than 7 days old","4","M","10","0","DETERMINATE
",NULL,"0","99","1","1095","1783"
"2050","1970-03-11","less than 7 days old","3","M","10","0","AUTOLYSIS
",NULL,"0","99","1","1095","1783"
"2051","1970-03-11","Sacrificed Moribund","8","M","10","0","STARVATION
",NULL,"0","99","1","1095","1783"
"2052","1970-03-17","Stillborn","0","F","8400","0","STILLBORN
",NULL,"99","99","14","1869","1729"
"2053","1970-03-17","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","1869","1729"
"2054","1970-03-17","Age","4970","F","100","52","CHRONIC ENTEROCOLITIS
","control","0","99","4","1869","1729"
"2055","1970-03-17","Experimental Conditions","602","F","2860","0","CUSTODIAL
","cobalt_chronic","99","51","7","1869","1729"
"2056","1970-03-17","Experimental Conditions","1042","M","300","0","CUSTODIAL
",NULL,"99","99","10","1869","1729"
"2057","1970-03-19","less than 7 days old","0","M","8400","0","STILLBORN
",NULL,"99","99","14","1711","1358"
"2058","1970-03-19","Experimental Conditions","568","F","2850","0","CUSTODIAL
","cobalt_chronic","99","51","6","1711","1358"
"2059","1970-03-19","Lost","6","F","10","0","CANNIBALIZED BY DAM
",NULL,"0","99","1","1711","1358"
"2060","1970-03-19","Lost","4","M","10","0","CANNIBALIZED BY DAM
",NULL,"0","99","1","1711","1358"
"2061","1970-03-19","Sacrificed Moribund","15","M","10","0","PULMONARY EDEMA
",NULL,"0","99","1","1711","1358"
"2062","1970-03-30","Experimental Sacrifice","674","F","2850","0","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","6","1815","1801"
"2063","1970-03-30","Experimental Sacrifice","941","F","2860","0","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","7","1815","1801"
"2064","1970-03-30","Experimental Conditions","770","M","300","0","CUSTODIAL
",NULL,"99","99","10","1815","1801"
"2065","1970-03-30","Experimental Conditions","770","M","300","0","CUSTODIAL
",NULL,"99","99","10","1815","1801"
"2066","1970-03-30","Experimental Conditions","770","M","300","0","CUSTODIAL
",NULL,"99","99","10","1815","1801"
"2067","1970-03-30","Radiation","3113","M","2350","46","PULM.CONG/CONSOLIDATION
","cobalt_chronic","6","6","8","1815","1801"
"2068","1970-04-28","Stillborn","0","M","8400","0","STILLBORN
",NULL,"99","99","14","1585","1801"
"2069","1970-04-28","Sacrificed Moribund","4494","F","100","50","CARCINOMA, MAMMARY
","control","0","99","4","1585","1801"
"2070","1970-04-28","Radiation","887","F","2350","21","PNEU;PULM.ED;BM.APLA`
","cobalt_chronic","99","6","8","1585","1801"
"2071","1970-04-28","less than 7 days old","3","F","10","0","SEPTICEMIA`
",NULL,"0","99","1","1585","1801"
"2072","1970-04-28","Sacrificed Moribund","5281","M","2340","49","POLYCYSTIC NEPHRITIS
","cobalt_chronic","6","6","7","1585","1801"
"2073","1970-04-28","Radiation","577","M","2250","2","SEPT.HEM.DIATH.LYM.HYPO
","cobalt_chronic","99","6","12","1585","1801"
"2074","1970-04-28","Sacrificed Moribund","2936","M","2250","45","ANGSARC;MALIG.SCHWANN/W
","cobalt_chronic","6","6","12","1585","1801"
"2075","1970-04-29","Sacrificed Moribund","688","F","2340","26","BONE MARROW APLASIA`
","cobalt_chronic","99","6","7","1330","1785"
"2076","1970-04-29","Radiation","627","F","2350","16","SEPT.HEM.DIATH.,PNEUM.
","cobalt_chronic","99","6","8","1330","1785"
"2077","1970-04-29","Radiation","556","F","2250","2","SEPT.HEM.DIATH.BACTEREM
","cobalt_chronic","99","6","12","1330","1785"
"2078","1970-04-29","Sacrificed Moribund","713","M","2350","26","ANEM.CARD.HEM.,BM APLA.
","cobalt_chronic","99","6","8","1330","1785"
"2079","1970-04-29","Radiation","2036","M","2340","13","EPILEPTIFORM CONV.
","cobalt_chronic","6","6","7","1330","1785"
"2080","1970-05-16","Stillborn","0","M","8400","0","STILLBORN`
",NULL,"99","99","14","1555","1801"
"2081","1970-05-16","Age","5484","M","100","44","SUP.PROSTATITIS;PNEUMON
","control","0","99","4","1555","1801"
"2082","1970-05-16","less than 7 days old","2","F","10","0","SEPTICEMIA`
",NULL,"0","99","1","1555","1801"
"2083","1970-05-16","Radiation","558","F","2250","3","BONE MARROW APLASIA`
","cobalt_chronic","99","6","12","1555","1801"
"2084","1970-05-16","Experimental Sacrifice","384","F","2850","33","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","6","1555","1801"
"2085","1970-05-16","Age","1","F","10","0","INJ.INFLICTED BY DAM`
",NULL,"0","99","1","1555","1801"
"2086","1970-05-17","Radiation","3499","F","2340","43","HYDROTHORAX LUNG TUMORS
","cobalt_chronic","6","6","7","1710","1792"
"2087","1970-05-17","Radiation","687","M","2350","25","ANEM.HEM.DIATH.BM APLA.
","cobalt_chronic","99","6","8","1710","1792"
"2088","1970-05-17","Radiation","1973","M","2340","42","PNEU;LEYDIG CELL T`
","cobalt_chronic","6","6","7","1710","1792"
"2089","1970-05-17","Sacrificed Moribund","664","M","2250","25","ANEM.HEM.DIATH,LYM.HYPO
","cobalt_chronic","99","6","12","1710","1792"
"2090","1970-05-17","Radiation","588","M","2250","4","SEV.CARD;B.M.APLASIA`
","cobalt_chronic","99","6","12","1710","1792"
"2091","1970-05-19","Sacrificed Moribund","787","F","2350","26","CARD.HEM;B.M.APLASIA`
","cobalt_chronic","99","6","8","1816","1154"
"2092","1970-05-19","Radiation","546","F","2250","19","PUL.HEM;B.M.APLASIA`
","cobalt_chronic","99","6","12","1816","1154"
"2093","1970-05-19","Sacrificed Moribund","3733","F","100","12","CHRONIC PNEUMONIA
","control","0","99","4","1816","1154"
"2094","1970-05-19","Experimental Sacrifice","540","F","2850","20","SAC.IN COURSE OF EXP.
","cobalt_chronic","99","51","6","1816","1154"
